zipcode,income,count
13460,46875.0,2120
13461,61574.07407407407,1620
13464,40625.0,520
13468,54687.5,240
13469,60312.5,400
13470,39919.354838709674,310
13471,44708.029197080294,1370
13473,54166.666666666664,330
13476,53604.294478527605,1630
13477,50000.0,610
13478,52768.45637583893,1490
13480,52689.873417721516,1580
13483,37500.0,130
13485,45500.0,500
13486,54166.666666666664,420
13488,39423.07692307692,130
13489,53333.333333333336,300
13490,55650.68493150685,730
13491,52320.35928143712,1670
13492,64135.906040268455,5960
13493,46987.951807228914,830
13494,39062.5,160
13495,46462.264150943396,1060
13501,38395.16129032258,15500
13502,44011.14206128134,14360
13601,48111.455108359136,16150
13603,47101.95530726257,3580
13605,55484.69387755102,1960
13606,54637.096774193546,1240
13607,51875.0,1000
13608,47782.25806451613,620
13612,53958.333333333336,1200
13613,48677.88461538462,1040
13614,31250.0,120
13616,40895.06172839506,810
13617,59747.40932642487,3860
13618,53668.47826086957,920
13619,50150.96618357488,4140
13620,49157.30337078652,890
13621,45833.333333333336,270
13622,56775.700934579436,1070
13624,56963.4703196347,2190
13625,58806.818181818184,880
13626,52822.58064516129,930
13630,46153.846153846156,520
13634,57540.760869565216,1840
13635,50290.6976744186,430
13636,42857.142857142855,140
13637,44914.21568627451,2040
13638,37500.0,150
13640,76562.5,240
13642,50000.0,3420
13646,48011.36363636364,880
13648,53906.25,960
13650,51906.779661016946,590
13652,46753.246753246756,770
13654,49107.142857142855,840
13655,36953.125,1600
13656,45619.65811965812,1170
13658,51322.11538461538,1040
13659,54347.82608695652,230
13660,51029.41176470588,850
13661,52272.72727272727,660
13662,48931.62393162393,7020
13664,64500.0,250
13665,44791.666666666664,360
13667,45773.38129496403,1390
13668,53017.24137931035,1450
13669,52472.08931419458,6270
13670,35576.92307692308,130
13672,46093.75,320
13673,46941.48936170213,940
13676,58041.237113402065,4850
13679,50744.04761904762,840
13680,48295.454545454544,440
13681,46691.17647058824,340
13682,54941.86046511628,430
13684,48979.5918367347,490
13685,65217.391304347824,1150
13687,55434.782608695656,230
13690,50000.0,340
13691,51074.21875,1280
13693,57692.307692307695,260
13694,60915.49295774648,710
13696,42500.0,100
13697,47690.217391304344,920
13730,48326.77165354331,1270
13731,55989.583333333336,480
13732,67154.25531914894,3760
13733,49727.07423580786,2290
13734,47426.470588235294,1020
13736,50810.18518518518,1080
13739,46802.32558139535,430
13740,59782.608695652176,230
13743,52157.73809523809,1680
13744,51923.07692307692,520
13746,54637.096774193546,1240
13748,52595.62841530055,1830
13750,46093.75,480
13751,32954.545454545456,110
13752,48828.125,320
13753,54055.85106382979,1880
13754,47086.466165413534,1330
13755,47198.275862068964,580
13756,39772.72727272727,220
13757,53906.25,480
13760,56394.117647058825,21250
13775,51785.71428571428,770
13776,52205.882352941175,340
13777,52702.7027027027,370
13778,54400.74906367041,2670
13780,52343.75,480
13782,52822.58064516129,310
13783,47375.0,1000
13786,53125.0,160
13787,46140.93959731544,1490
13788,52976.19047619047,420
13790,45450.53003533569,8490
13795,50209.49720670391,1790
13796,49791.666666666664,600
13797,47527.47252747253,910
13801,43981.48148148148,540
13802,52564.10256410256,390
13803,48046.875,1920
13804,53125.0,200
13807,52620.967741935485,620
13808,50666.666666666664,750
13809,47058.82352941176,680
13810,50000.0,540
13811,53489.84771573604,1970
13812,50495.0495049505,1010
13813,46646.34146341463,410
13815,50146.07679465776,5990
13820,52832.27848101266,7900
13825,49442.67515923567,1570
13827,55907.37240075615,5290
13830,50717.703349282296,2090
13832,41500.0,250
13833,49871.794871794875,1950
13835,47745.901639344265,610
13838,45897.4358974359,1950
13839,47580.645161290326,620
13841,36363.63636363636,220
13842,54166.666666666664,180
13843,49500.0,750
13844,45486.11111111111,360
13846,40625.0,160
13849,49692.118226600986,2030
13850,69932.092555332,9940
13856,46815.589353612166,2630
13861,55000.0,300
13862,50743.24324324324,1850
13863,37500.0,190
13864,45673.07692307692,520
13865,53009.25925925926,2700
13901,52114.935822637104,8570
13903,52999.40898345154,8460
13904,46295.180722891564,4150
13905,47994.40298507463,10720
14001,59243.6974789916,4760
14004,61159.88909426987,5410
14005,53645.833333333336,960
14006,53631.57894736842,4750
14008,52112.67605633803,710
14009,52211.53846153846,2600
14011,56423.61111111111,2880
14012,52232.142857142855,1120
14013,46250.0,700
14020,48874.7553816047,10220
14024,53521.126760563384,710
14025,66401.27388535033,1570
14026,61141.30434782609,460
14028,58390.41095890411,730
14030,54107.142857142855,700
14031,76203.33988212181,5090
14032,87471.91011235955,4450
14033,72899.15966386555,1190
14034,52906.976744186046,860
14036,58050.84745762712,2360
14037,61250.0,600
14040,59722.22222222222,1080
14042,45175.43859649123,1710
14043,52775.65084226646,13060
14047,59905.660377358494,3180
14048,42081.35860979463,6330
14051,88944.60362941738,10470
14052,74519.23076923077,9100
14054,55664.0625,640
14055,58098.59154929577,710
14057,66115.19607843137,4080
14058,57000.0,1000
14059,73263.88888888889,5040
14060,41250.0,200
14062,49435.48387096774,1550
14063,59200.0,5000
14065,45156.25,800
14066,50000.0,470
14067,54251.01214574899,2470
14068,80007.00280112044,3570
14069,61666.666666666664,450
14070,47871.17903930131,2290
14072,72786.10354223433,11010
14075,64893.96589418452,22870
14080,63849.765258215964,2130
14081,47674.41860465116,1290
14082,57000.0,250
14085,75348.10126582278,3950
14086,70612.9476584022,18150
14091,50219.29824561404,570
14092,67715.5172413793,5800
14094,54725.0,25000
14098,48651.07913669065,1390
14101,45783.132530120485,830
14102,65192.307692307695,650
14103,46549.079754601225,4890
14105,51777.522935779816,2180
14108,54151.94346289753,2830
14111,54936.30573248408,1570
14113,58552.63157894737,380
14120,58253.06479859895,22840
14125,53846.153846153844,1690
14127,79205.75359599749,15990
14129,50793.65079365079,630
14131,56439.393939393936,2640
14132,58205.78231292517,2940
14134,40833.333333333336,150
14136,50487.01298701299,2310
14138,47530.864197530864,810
14139,65937.5,1200
14141,56955.922865013774,3630
14143,55468.75,640
14145,57436.70886075949,790
14150,52372.26277372263,21920
14167,53846.153846153844,780
14170,68649.19354838709,1240
14171,51692.708333333336,960
14172,60546.875,1600
14174,67363.48122866894,2930
14201,38361.16910229645,4790
14202,65889.83050847458,1770
14203,56320.22471910113,890
14204,34302.32558139535,3440
14206,37338.012958963285,9260
14207,29243.119266055044,9810
14208,29521.963824289407,3870
14209,54058.90804597701,3480
14210,35003.96196513471,6310
14211,26631.6685584563,8810
14212,29416.85912240185,4330
14213,32116.402116402118,9450
14214,51114.34108527132,7740
14215,32905.72792362769,16760
14216,55456.1717352415,11180
14217,54219.81292517007,11760
14218,40254.474272930645,8940
14219,49041.598694942906,6130
14220,47610.45029736619,11770
14221,78227.69953051643,27690
14222,67542.01680672269,5950
14223,58360.32388663968,12350
14224,59899.40557841792,21870
14225,46263.17249029395,18030
14226,66655.38253215978,14770
14227,51773.858921161824,12050
14228,60343.03534303534,9620
14301,30757.575757575756,4950
14303,31483.402489626555,2410
14304,49626.49402390438,15060
14305,41121.16991643454,7180
14411,46810.50656660413,5330
14414,59375.0,3440
14416,58068.78306878307,1890
14418,51562.5,560
14420,57309.85037406484,8020
14422,57291.666666666664,1080
14423,57704.74137931035,2320
14424,62517.98561151079,13900
14425,61782.7868852459,6100
14427,49867.02127659575,940
14428,64190.68736141907,4510
14432,54231.51750972763,2570
14433,47424.62311557789,1990
14435,64827.58620689655,1450
14437,50514.87414187643,4370
14441,46323.529411764706,170
14445,46370.967741935485,4030
14450,77955.2715654952,21910
14454,67238.56209150326,3060
14456,49720.35794183445,8940
14462,54741.379310344826,290
14464,53207.96460176991,3390
14466,56994.04761904762,840
14467,58729.33884297521,4840
14468,65233.964248159835,9510
14469,60474.137931034486,2900
14470,50666.666666666664,3750
14471,57129.62962962963,1350
14472,82879.8185941043,4410
14475,66071.42857142857,210
14476,55408.653846153844,1040
14477,53453.94736842105,760
14478,64583.333333333336,420
14480,49728.260869565216,460
14481,52949.43820224719,890
14482,55314.00966183575,4140
14485,58022.388059701494,2010
14486,60156.25,160
14487,62832.22591362126,3010
14489,46372.23974763407,3170
14502,64077.4378585086,5230
14504,45224.7191011236,890
14505,55096.153846153844,2600
14506,91468.25396825396,630
14507,50384.61538461538,650
14510,45045.045045045044,2220
14512,53484.513274336285,2260
14513,46205.70107858243,6490
14514,63717.53246753247,3080
14516,53333.333333333336,1050
14517,50286.259541984735,1310
14519,65794.89291598024,6070
14521,50302.41935483871,1240
14522,52336.71171171171,4440
14525,53314.393939393936,1320
14526,78875.69832402235,10740
14527,51605.90277777778,5760
14530,49390.243902439026,2460
14532,54069.767441860466,2150
14533,53453.94736842105,760
14534,98381.1850946854,16370
14536,49583.333333333336,300
14541,54761.90476190476,1050
14543,74191.17647058824,1700
14544,54166.666666666664,900
14546,60040.16064257028,2490
14548,53190.104166666664,1920
14550,49155.40540540541,740
14551,45833.333333333336,2520
14555,63315.217391304344,460
14559,66798.5807860262,9160
14560,56250.0,960
14561,53721.37404580152,1310
14564,83359.08529048208,8090
14568,66193.18181818182,3080
14569,52221.2543554007,2870
14571,51190.47619047619,630
14572,48158.482142857145,2240
14580,72499.10522548317,27940
14585,39423.07692307692,130
14586,65372.531418312385,5570
14589,57242.06349206349,3780
14590,47106.98689956332,2290
14591,53281.25,800
14604,56363.63636363636,1100
14605,23991.442542787285,4090
14606,40629.6992481203,13300
14607,47893.7728937729,8190
14608,29697.286012526096,4790
14609,41510.72854291417,20040
14610,73751.64257555848,7610
14611,26382.575757575756,6600
14612,58941.30554031816,18230
14613,29323.47670250896,5580
14614,59239.13043478261,230
14615,40038.07106598985,7880
14616,45328.19825853985,14930
14617,62388.21138211382,12300
14618,87215.37001897533,10540
14619,36015.98173515982,6570
14620,50436.32075471698,10600
14621,27071.544058205334,12370
14622,53125.0,6720
14623,47971.54899894626,9490
14624,58396.56044511887,19770
14625,74424.77876106194,5650
14626,57529.83668341709,15920
14701,42892.307692307695,16250
14706,59642.857142857145,2800
14709,46212.121212121216,660
14710,52453.98773006135,1630
14711,47678.57142857143,700
14712,64123.37662337662,1540
14714,52205.882352941175,170
14715,44026.54867256637,1130
14716,42236.84210526316,950
14717,47265.625,320
14718,52638.88888888889,900
14719,46917.808219178085,1460
14723,48181.818181818184,550
14724,49150.48543689321,1030
14726,36890.243902439026,410
14727,50652.17391304348,2300
14728,53055.555555555555,450
14729,50000.0,400
14731,65625.0,760
14733,43924.581005586595,1790
14735,46359.22330097087,1030
14736,55769.230769230766,260
14737,46148.25581395349,1720
14738,49237.80487804878,1640
14739,40513.392857142855,1120
14740,48349.056603773584,530
14741,52038.04347826087,920
14743,46406.25,800
14744,49431.818181818184,440
14747,44329.8969072165,970
14748,42672.41379310345,290
14750,62132.35294117647,2380
14753,41836.73469387755,490
14754,51851.851851851854,270
14755,45063.02521008404,1190
14757,52797.20279720279,1430
14760,47432.34932349323,8130
14767,46006.944444444445,720
14769,42682.92682926829,410
14770,48011.36363636364,1320
14772,49090.90909090909,1650
14775,41554.05405405405,1110
14777,47083.333333333336,300
14779,39322.03389830508,2950
14781,45312.5,960
14782,47983.87096774193,930
14784,44940.47619047619,420
14787,48977.27272727273,2200
14801,47972.97297297297,2220
14802,56250.0,380
14803,55324.07407407407,540
14804,55846.77419354839,620
14805,55882.35294117647,510
14806,49617.34693877551,980
14807,54411.76470588235,1360
14808,36574.07407407407,270
14809,47453.7037037037,1080
14810,47285.856573705176,5020
14812,49493.24324324324,1480
14813,48786.40776699029,1030
14814,72181.37254901961,1020
14815,56250.0,420
14816,54545.454545454544,330
14817,54166.666666666664,1290
14818,56805.555555555555,900
14819,35775.862068965514,290
14820,47685.18518518518,270
14821,53145.69536423841,1510
14822,46542.55319148936,470
14823,50077.16049382716,1620
14824,46590.90909090909,330
14825,48397.4358974359,390
14826,50421.348314606745,890
14830,60289.47368421053,9500
14836,55833.333333333336,450
14837,48271.88940092166,2170
14838,51404.49438202247,890
14839,47916.666666666664,300
14840,63833.333333333336,1500
14841,57848.83720930233,430
14842,54513.88888888889,360
14843,46852.83687943262,5640
14845,64014.77832512315,10150
14846,47916.666666666664,300
14847,50788.28828828829,1110
14850,68004.38596491228,22800
14853,26388.88888888889,180
14855,45723.68421052631,380
14858,57118.055555555555,720
14859,49278.846153846156,520
14860,49489.795918367345,490
14861,47745.901639344265,610
14864,45138.88888888889,540
14865,50978.260869565216,1150
14867,50277.77777777778,2700
14869,50000.0,610
14870,70666.66666666667,4500
14871,64702.380952380954,2100
14872,43500.0,250
14873,46237.8640776699,1030
14874,35227.27272727273,110
14877,45000.0,200
14878,51209.67741935484,310
14879,48046.875,960
14880,47947.76119402985,670
14881,45192.307692307695,130
14882,68750.0,1920
14883,51250.0,1900
14884,44852.94117647059,170
14885,37500.0,280
14886,62537.65060240964,3320
14889,47644.92753623189,690
14891,50422.70531400966,2070
14892,47645.42936288089,3610
14894,47500.0,650
14895,49212.846347607054,3970
14897,49642.857142857145,350
14898,45000.0,600
14901,38333.333333333336,5250
14903,56871.54696132597,3620
14904,39092.59259259259,6750
14905,63526.99530516432,4260
99999,66771.31433720014,88790
